Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Sector Name
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,2,Civil Construction,Industrials
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,5,Passenger Cars & Utility Vehicles,Consumer Discretionary
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,10,Auto Components & Equipments,Consumer Discretionary
500547,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,10,Refineries & Marketing,Energy
500550,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,2,Heavy Electrical Equipment,Industrials
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,2,Passenger Cars & Utility Vehicles,Consumer Discretionary
500575,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,1,Household Appliances,Consumer Discretionary
500620,"Great Eastern Shipping Co. Ltd.,",GESHIP,GREAT EASTERN SHIPPING CO.LTD.,10,Shipping,Services
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,10,Commodity Chemicals,Commodities
500650,"Excell Industries Ltd.,",EXCELINDUS,EXCEL INDUSTRIES LTD.,5,Specialty Chemicals,Commodities
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,10,Plastic Products - Industrial,Industrials
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,10,Pharmaceuticals,Healthcare
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,10,Commodity Chemicals,Commodities
500672,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,5,Pharmaceuticals,Healthcare
500674,Sanofi India Ltd,SANOFI,Sanofi India Ltd,10,Pharmaceuticals,Healthcare
500680,"Pfizer Ltd.,",PFIZER,PFIZER LTD.,10,Pharmaceuticals,Healthcare
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,2,Fertilizers,Commodities
500696,"Hindustan Unilever Ltd.,",HINDUNILVR,HINDUSTAN UNILEVER LTD.,1,Diversified FMCG,Fast Moving Consumer Goods
500710,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,10,Paints,Consumer Discretionary
500730,NOCIL Ltd,NOCIL,NOCIL LTD.,10,Specialty Chemicals,Commodities
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,10,Commodity Chemicals,Commodities
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,10,Petrochemicals,Commodities
500780,Zuari Industries Limited,ZUARIIND,Zuari Industries Ltd,10,Sugar,Fast Moving Consumer Goods
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,10,Packaged Foods,Fast Moving Consumer Goods
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,1,Tea & Coffee,Fast Moving Consumer Goods
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,1,Paints,Consumer Discretionary
500825,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,1,Packaged Foods,Fast Moving Consumer Goods
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,1,Personal Care,Fast Moving Consumer Goods
500840,EIH Ltd,EIHOTEL,EIH LTD.,2,Hotels & Resorts,Consumer Discretionary
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,1,Hotels & Resorts,Consumer Discretionary
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,5,Lubricants,Energy
500875,ITC Ltd,ITC,ITC LTD.,1,Diversified FMCG,Fast Moving Consumer Goods
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,1,Tyres & Rubber Products,Consumer Discretionary
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,10,Tyres & Rubber Products,Consumer Discretionary
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,10,Tyres & Rubber Products,Consumer Discretionary
500940,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,2,Plastic Products - Industrial,Industrials
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,10,Other Financial Services,Financial Services
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,10,Trading & Distributors,Services
501144,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,10,Diversified Commercial Services,Services
501148,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,10,Investment Company,Financial Services
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,1,Other Financial Services,Financial Services
501151,"Kartik Investments Trust Ltd.,",KARTKIN,KARTIK INVESTMENTS TRUST LTD.,10,Other Financial Services,Financial Services
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,10,Consulting Services,Services
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,10,Residential- Commercial Projects,Consumer Discretionary
501295,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,10,Non Banking Financial Company (NBFC),Financial Services
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,10,Investment Company,Financial Services
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,10,Investment Company,Financial Services
501311,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,10,Non Banking Financial Company (NBFC),Financial Services
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,1,Trading & Distributors,Services
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,5,Diversified Commercial Services,Services
501370,Walchand Peoplefirst Limited,WALCHPF,WALCHAND PEOPLEFIRST LTD.,10,Consulting Services,Services
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,10,Other Financial Services,Financial Services
501391,"W.H. Brady & Co. Ltd.,",WHBRADY,W.H.BRADY & CO.LTD.,10,Other Industrial Products,Industrials
501421,TechNVision Ventures Limited,TECHNVISN,TECHNVISION VENTURES LTD.,10,Software Products,Information Technology
501423,Shaily Engineering Plastics Ltd.,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,10,Plastic Products - Industrial,Industrials
501425,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,BOMBAY BURMAH TRADING CORP.LTD.,2,Packaged Foods,Fast Moving Consumer Goods
501430,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,10,Trading & Distributors,Services
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,2,Compressors- Pumps & Diesel Engines,Industrials
501477,"Muller & Phipps (India) Ltd.,",MULLER,MULLER & PHIPPS (INDIA) LTD.,10,Trading & Distributors,Services
501622,"Amalgamated Electricity Co. Ltd.,",AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,5,Diversified Commercial Services,Services
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,10,Civil Construction,Industrials
501700,India Nivesh Limited,INDIANVSH,INDIANIVESH LTD.,1,Non Banking Financial Company (NBFC),Financial Services
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,10,Seafood,Fast Moving Consumer Goods
501833,"Chowgule Steamships Ltd.,",CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,10,Shipping,Services
501848,Global Offshore Services Ltd,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,10,Shipping,Services
502015,ASI INDUSTRIES LIMITED,ASIIL,ASI Industries Ltd,1,Industrial Minerals,Commodities
502090,Sagar Cements Ltd,SAGCEM,SAGAR CEMENTS LTD.-$,2,Cement & Cement Products,Commodities
502133,Hemadri Cements Limited,HEMACEM,HEMADRI CEMENTS LTD.,10,Cement & Cement Products,Commodities
502137,"Deccan Cements Ltd.,",DECCANCE,DECCAN CEMENTS LTD.-$,5,Cement & Cement Products,Commodities
502157,"Mangalam Cement Ltd.,",MANGLMCEM,MANGALAM CEMENT LTD.,10,Cement & Cement Products,Commodities
502168,"NCL Industries Limited,",NCLIND,NCL INDUSTRIES LTD.-$,10,Cement & Cement Products,Commodities
502175,Saurashtra Cement Limited,SAURASHCEM,SAURASHTRA CEMENT LTD.,10,Cement & Cement Products,Commodities
502180,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,10,Cement & Cement Products,Commodities
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,1,Glass - Industrial,Industrials
502250,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,10,Other Construction Materials,Commodities
502281,"Triveni Glass Ltd.,",TRIVENIGQ,TRIVENI GLASS LTD.-$,10,Other Construction Materials,Commodities
502294,Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,10,Electrodes & Refractories,Industrials
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,10,Paper & Paper Products,Commodities
502355,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,2,Tyres & Rubber Products,Consumer Discretionary
502420,Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,1,Paper & Paper Products,Commodities
502445,Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,10,Residential- Commercial Projects,Consumer Discretionary
502448,"Rollatainters Ltd.,",ROLLT,ROLLATAINERS LTD.,1,Packaging,Industrials
502450,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,2,Paper & Paper Products,Commodities
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,10,Paper & Paper Products,Commodities
502589,"Vapi Paper Mills Ltd.,",VAPIPPR,VAPI PAPER MILLS LTD.,10,Paper & Paper Products,Commodities
502820,"DCM Ltd.,",DCM,DCM LTD.,10,IT Enabled Services,Information Technology
502850,"Gaekwar Mills Ltd.,",ZGAEKWAR,GAEKWAR MILLS LTD.,10,Other Textile Products,Consumer Discretionary
502865,Forbes & Company Ltd,FORBESCO,FORBES & COMPANY LTD.-$,10,Household Appliances,Consumer Discretionary
502873,"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,10,Other Textile Products,Consumer Discretionary
502893,United Interactive Limited,UNITEDINT,UNITED INTERACTIVE LTD.,10,IT Enabled Services,Information Technology
502901,JAMSHRI REALTY LIMITED,JAMSHRI,Jamshri Realty Ltd-$,1000,Residential- Commercial Projects,Consumer Discretionary
502933,"Katare Spinning Mills Ltd.,",KATRSPG,KATARE SPINNING MILLS LTD.,10,Other Textile Products,Consumer Discretionary
502937,Kesoram Industries Ltd,KESORAMIND,KESORAM INDUSTRIES LTD.,10,Cement & Cement Products,Commodities
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,100,Other Textile Products,Consumer Discretionary
502986,Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,2,Other Textile Products,Consumer Discretionary
503031,Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,2,Residential- Commercial Projects,Consumer Discretionary
503092,"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,10,Other Textile Products,Consumer Discretionary
503100,"The Phoenix Mills Ltd.,",PHOENIXLTD,The Phoenix Mills Ltd,2,Residential- Commercial Projects,Consumer Discretionary
503101,Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,5,Residential- Commercial Projects,Consumer Discretionary
503127,Raja Bahadur International Ltd,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,100,Residential- Commercial Projects,Consumer Discretionary
503162,"Reliance Chemotex Industries Ltd.,",RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,10,Other Textile Products,Consumer Discretionary
503169,"Ruby Mills Ltd.,",RUBYMILLS,RUBY MILLS LTD.,5,Other Textile Products,Consumer Discretionary
503229,Simplex Realty Limited,SIMPLXREA,SIMPLEX REALTY LTD.,10,Residential- Commercial Projects,Consumer Discretionary
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,1,Residential- Commercial Projects,Consumer Discretionary
503349,"Victoria Mills Ltd.,",VICTMILL,VICTORIA MILLS LTD.,100,Residential- Commercial Projects,Consumer Discretionary
503622,"S.V. Trading & Agencies Ltd.,",ZSVTRADI,S.V.TRADING & AGENCIES LTD.,10,Other Financial Services,Financial Services
503624,"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,10,Other Financial Services,Financial Services
503635,"Shree Salasar Investment Ltd.,",SALSAIN,SHREE SALASAR INVESTMENT LTD.,10,Other Financial Services,Financial Services
503639,Indsoya Limited,INDSOYA,INDSOYA LTD.,5,Diversified Commercial Services,Services
503641,Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,1,Consulting Services,Services
503657,Veer Energy & Infrastructure Limited,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,10,Power Generation,Utilities
503659,SW Investments Limited,SW1,SW Investments Ltd,10,Diversified Commercial Services,Services
503663,Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,1,Investment Company,Financial Services
503669,K K Fincorp Limited,KKFIN,K K Fincorp Limited,10,Diversified Commercial Services,Services
503671,"Unijolly Investments Co. Ltd.,",UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,10,Other Financial Services,Financial Services
503675,Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,2,Diversified Commercial Services,Services
503681,"Elcid Investments Ltd.,",ELCIDIN,ELCID INVESTMENTS LTD.,10,Diversified Commercial Services,Services
503685,Mediaone Global Entertainment Limited,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,10,Film Production- Distribution & Exhibition,Consumer Discretionary
503689,"Healthy Investments Ltd.,",HEALINV,HEALTHY INVESTMENTS LTD.,10,Diversified Commercial Services,Services
503696,"Shreenath Investments Co. Ltd.,",SHRENTI,SHREENATH INVESTMENTS CO.LTD.,10,Diversified Commercial Services,Services
503722,"Banswara Syntex Ltd.,",BANSWRAS,BANSWARA SYNTEX LTD.-$,5,Other Textile Products,Consumer Discretionary
503772,"Modella Woollens Ltd.,",MODWOOL,MODELLA WOOLLENS LTD.,10,Trading & Distributors,Services
503776,"Modipon Ltd.,",MODIPON,MODIPON LTD.,10,Residential- Commercial Projects,Consumer Discretionary
503804,"Shri Dinesh Mills Ltd.,",SHRIDINE,SHRI DINESH MILLS LTD.-$,10,Other Textile Products,Consumer Discretionary
503806,"SRF Ltd.,",SRF,SRF LTD.,10,Specialty Chemicals,Commodities
503811,"Siyaram Silk Mills Ltd.,",SIYSIL,SIYARAM SILK MILLS LTD.-$,2,Other Textile Products,Consumer Discretionary
503816,"Swadeshi Polytex Ltd.,",SWADPOL,SWADESHI POLYTEX LTD.,1,Other Textile Products,Consumer Discretionary
503863,"Shree Manufacturing Co. Ltd.,",SHRMFGC,SHREE MANUFACTURING CO.LTD.,10,Other Textile Products,Consumer Discretionary
503893,Satyam Silk Mills Ltd,ZSATYASL,SATYAM SILK MILLS LTD.,10,Other Financial Services,Financial Services
503960,"Bharat Bijlee Ltd.,",BBL,BHARAT BIJLEE LTD.-$,10,Other Electrical Equipment,Industrials
504000,"Elpro International Ltd.,",ELPROINTL,ELPRO INTERNATIONAL LTD.,1,Residential- Commercial Projects,Consumer Discretionary
504028,GEE Ltd.,GEE,GEE LTD.,2,Other Electrical Equipment,Industrials
504036,"Hind Rectifiers Ltd.,",HIRECT,HIND RECTIFIERS LTD.,2,Industrial Products,Industrials
504058,Indo National Limited,NIPPOBATRY,INDO-NATIONAL LTD.,5,Household Products,Fast Moving Consumer Goods
504067,Zensar Technologies Ltd.,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,2,Computers - Software & Consulting,Information Technology
504076,"Jyoti Ltd.,",JYOTI,JYOTI LTD.-$,10,Heavy Electrical Equipment,Industrials
504080,"JSL Industries Ltd.,",JSLINDL,JSL INDUSTRIES LTD.,10,Other Electrical Equipment,Industrials
504084,"Kaycee Industries Ltd.,",KAYCEEI,KAYCEE INDUSTRIES LTD.,100,Other Electrical Equipment,Industrials
504092,Indokem Ltd,INDOKEM,INDOKEM LTD.,10,Specialty Chemicals,Commodities
504093,Panasonic Energy India Co. Ltd.,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,10,Household Products,Fast Moving Consumer Goods
504112,Nelco Ltd,NELCO,NELCO LTD.,10,Computers Hardware & Equipments,Information Technology
504132,Permanent Magnets Ltd.,PERMAGN,PERMANENT MAGNETS LTD.-$,10,Other Electrical Equipment,Industrials
504176,"High Energy Batteries (India) Ltd.,",HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,2,Household Products,Fast Moving Consumer Goods
504180,"Standard Batteries Ltd.,",STDBAT,STANDARD BATTERIES LTD.,1,Non Banking Financial Company (NBFC),Financial Services
504212,"Universal Cables Ltd.,",UNIVCABLES,UNIVERSAL CABLES LTD.,10,Cables - Electricals,Industrials
504220,"W.S. Industries (India) Ltd.,",WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,10,Industrial Products,Industrials
504240,"Delton Cables Ltd.,",DLTNCBL,DELTON CABLES LTD.,10,Other Electrical Equipment,Industrials
504258,Lakshmi Electrical Control Systems,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,10,Other Electrical Equipment,Industrials
504273,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX,Modulex Construction Technologies Ltd,10,Civil Construction,Industrials
504286,DELTA MANUFACTURING LIMITED ,DELTAMAGNT,Delta Manufacturing Ltd,10,Other Industrial Products,Industrials
504340,Confidence Finance And Trading Limited,CONFINT,Confidence Finance And Trading Limited,10,Other Financial Services,Financial Services
504341,RAVINDRA ENERGY LIMITED,RELTD,Ravindra Energy Ltd,10,Power Generation,Utilities
504346,"G.D. Trading & Agencies Ltd.,",GDTRAGN,G.D.TRADING & AGENCIES LTD.,10,Other Financial Services,Financial Services
504351,Empower India Limited,EMPOWER,EMPOWER INDIA LTD.,1,Computers - Software & Consulting,Information Technology
504356,Multipurpose Trading & Agencies Ltd,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.,10,Diversified Commercial Services,Services
504365,Ridhi Synthetics Ltd.,RIDHISYN,RIDHI SYNTHETICS LTD.,10,Other Financial Services,Financial Services
504375,Softbpo Global Services Ltd.,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,10,Computers - Software & Consulting,Information Technology
504378,Nyssa Corporation Limited,NYSSACORP,Nyssa Corporation Limited,1,Trading & Distributors,Services
504380,FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC,Flomic Global Logistics Ltd,10,Logistics Solution Provider,Services
504392,Krishna Ventures Limited,KRISHNA,Krishna Ventures Limited,10,Residential- Commercial Projects,Consumer Discretionary
504397,"Ganesh Holding Ltd.,",GANHOLD,GANESH HOLDINGS LTD.,10,Diversified Commercial Services,Services
504398,SJ Corporation Limited,SJCORP,SJ CORPORATION LTD.,1,Gems- Jewellery And Watches,Consumer Discretionary
504605,"Uni-Abex Alloy Products Ltd.,",UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,10,Iron & Steel Products,Industrials
504614,Sarda Energy & Minerals Ltd,SARDAEN,SARDA ENERGY & MINERALS LTD.-$,10,Iron & Steel,Commodities
504646,Bhagwati Autocast Limited,BGWTATO,BHAGWATI AUTOCAST LTD.,10,Auto Components & Equipments,Consumer Discretionary
504648,"Bombay Wire Ropes Ltd.,",BOMBWIR,BOMBAY WIRE ROPES LTD.,1,Iron & Steel Products,Industrials
504697,Galada Power & Communication Ltd.,GALADA,GALADA POWER & TELECOMMUNICATION LTD.,10,Other Electrical Equipment,Industrials
504731,"Indian Bright Steel Co. Ltd.,",IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,10,Iron & Steel Products,Industrials
504741,"Indian Hume Pipe Co. Ltd.,",INDIANHUME,INDIAN HUME PIPE CO.LTD.,2,Industrial Products,Industrials
504786,Investment & Precision Castings Ltd,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,10,Castings & Forgings,Industrials
504810,Informed Technologies India Ltd.,INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,10,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services
504840,"Kaira Can Co. Ltd.,",KAIRA,KAIRA CAN CO.LTD.,10,Packaging,Industrials
504879,Orient Abrasives Ltd.,ORIENTABRA,ORIENT ABRASIVES LTD.-$,1,Electrodes & Refractories,Industrials
504882,National Standard (India) Limited,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,10,Residential- Commercial Projects,Consumer Discretionary
504903,"Rathi Steel & Power Ltd,",RATHIST,RATHI STEEL & POWER LTD.-$,10,Iron & Steel Products,Industrials
504908,Duncan Engineering Limited,DUNCANENG,Duncan Engineering Ltd-$,10,Auto Components & Equipments,Consumer Discretionary
504918,"Sandur Manganese & Iron Ores Ltd.,",SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,10,Industrial Minerals,Commodities
504959,Stovec Industries Ltd.,STOVACQ,STOVEC INDUSTRIES LTD.,10,Industrial Products,Industrials
504966,"Tinplate Company of India Ltd.,",TINPLATE,TINPLATE COMPANY OF INDIA LTD.,10,Packaging,Industrials
504973,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,1,Investment Company,Financial Services
504988,"Welcast Steels Ltd.,",ZWELCAST,WELCAST STEELS LTD.,10,Other Industrial Products,Industrials
504998,"Western Ministil Ltd.,",WMINIMT,WESTERN MINISTIL LTD.,10,Iron & Steel Products,Industrials
505010,"Automotive Axles Ltd.,",AUTOAXLES,AUTOMOTIVE AXLES LTD.,10,Auto Components & Equipments,Consumer Discretionary
505036,"Automobile Corpn. of Goa Ltd.,",ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,10,Auto Components & Equipments,Consumer Discretionary
505075,Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,2,Auto Components & Equipments,Consumer Discretionary
505100,"India Radiators Ltd.,",INRADIA,INDIA RADIATORS LTD.,10,Auto Components & Equipments,Consumer Discretionary
505141,"Scooters India Ltd.,",SCOOTER,SCOOTERS INDIA LTD.,10,2/3 Wheelers,Consumer Discretionary
505160,"Talbros Automotive Components Ltd.,",TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,10,Auto Components & Equipments,Consumer Discretionary
505163,Z.F. Steering Gear (India) Limited,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,10,Auto Components & Equipments,Consumer Discretionary
505192,SML ISUZU LIMITED,SMLISUZU,SML ISUZU LIMITED,10,Commercial Vehicles,Industrials
505196,"TIL Ltd.,",TIL,TIL LTD.,10,Construction Vehicles,Industrials
505200,Eicher Motors Ltd.,EICHERMOT,EICHER MOTORS LTD.,1,2/3 Wheelers,Consumer Discretionary
